"","SRRecordID","ServiceRequestNum","SRType","MethodReceived","CreatedDate","SRStatus","StatusDate","DueDate","CloseDate","Agency","LastActivity","LastActivityDate","Outcome","Address","ZipCode","Neighborhood","CouncilDistrict","PoliceDistrict","PolicePost","Latitude","Longitude","GeoLocation"
"1736","5004M00000ZwIlIQAV","19-00709734","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 09:15:32 PM","New","10/19/2019 09:15:32 PM","11/18/2019 09:15:32 PM","","Transportation",NA,NA,NA,"4028 W COLD SPRING LN, Baltimore City, 21215",21215,"Dorchester",6,"Northwestern",NA,39.3352197050076,-76.6857527732491,"(39.33521970500759, -76.68575277324909)"
"1737","5004M00000ZwIlDQAV","19-00709733","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 09:14:09 PM","New","10/19/2019 09:14:09 PM","11/18/2019 09:14:09 PM","","Transportation",NA,NA,NA,"1117 WHITELOCK ST, Baltimore City, 21217",21217,"Reservoir Hill",7,"Central",NA,39.3120503841804,-76.6383047439698,"(39.31205038418041, -76.63830474396978)"
"1738","5004M00000ZwIl8QAF","19-00709732","TEC-Footways Complaint","API","10/19/2019 09:12:01 PM","New","10/19/2019 09:12:01 PM","10/22/2019 09:12:01 PM","","Transportation",NA,NA,NA,"3600 SAINT MARGARET ST, Baltimore City, 21225",21225,"Brooklyn",10,"Southern",NA,39.2336165571539,-76.5953804280319,"(39.233616557153894, -76.59538042803192)"
"1739","5004M00000ZwIl3QAF","19-00709731","ECC-Vehicle Look Up","Phone","10/19/2019 09:11:33 PM","Closed","10/19/2019 09:11:33 PM","10/19/2019 09:11:33 PM","10/19/2019 09:12:20 PM","Call Center",NA,NA,NA,"2408 WINCHESTER ST, Baltimore City, 21216",21216,"Bridgeview/Greenlawn",9,"Western",NA,39.3017758012061,-76.6569859769806,"(39.3017758012061, -76.65698597698061)"
"1740","5004M00000ZwIkyQAF","19-00709730","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 09:06:58 PM","New","10/19/2019 09:06:58 PM","11/18/2019 09:06:58 PM","","Transportation",NA,NA,NA,"517 N CARROLLTON AVE, Baltimore City, 21223",21223,"Harlem Park",9,"Western",NA,39.2947685696899,-76.6368735347792,"(39.29476856968989, -76.63687353477916)"
"1741","5004M00000ZwIktQAF","19-00709729","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 09:06:53 PM","New","10/19/2019 09:06:53 PM","11/18/2019 09:06:53 PM","","Transportation",NA,NA,NA,"1641 NORTHGATE RD, Baltimore City, 21218",21218,"Hillen",3,"Northeastern",NA,39.3447768721764,-76.5874753438952,"(39.344776872176396, -76.58747534389515)"
"1742","5004M00000ZwIkoQAF","19-00709728","TRS-Parking Complaint","API","10/19/2019 09:06:53 PM","Closed (Duplicate)","10/19/2019 09:06:53 PM","10/20/2019 09:06:53 PM","10/19/2019 09:50:36 PM","Transportation",NA,NA,NA,"104 W MADISON ST, Baltimore City, 21201",21201,"Mount Vernon",11,"Central",NA,39.2986562351196,-76.6179059291589,"(39.29865623511957, -76.61790592915888)"
"1743","5004M00000ZwIkjQAF","19-00709727","SW-Bulk Scheduled","API","10/19/2019 09:06:42 PM","New","10/19/2019 09:06:42 PM","01/17/2020 09:06:42 PM","","Solid Waste",NA,NA,NA,"1541 S CHARLES ST, Baltimore City, 21230",21230,"South Baltimore",11,"Southern",NA,39.2717489130372,-76.6137532504333,"(39.27174891303724, -76.61375325043328)"
"1744","5004M00000ZwIkeQAF","19-00709726","SW-Bulk Scheduled","Phone","10/19/2019 09:06:40 PM","New","10/19/2019 09:06:40 PM","01/17/2020 09:06:40 PM","","Solid Waste",NA,NA,NA,"3319 DOLFIELD AVE, Baltimore City, 21215",21215,"Ashburton",6,"Northwestern",NA,39.3308591164569,-76.6711767578078,"(39.33085911645687, -76.67117675780779)"
"1745","5004M00000ZwIkZQAV","19-00709725","HCD-Sanitation Property","API","10/19/2019 09:05:50 PM","Open","10/19/2019 09:05:50 PM","10/29/2019 09:05:50 PM","","Housing",NA,NA,NA,"101 BIRCKHEAD ST, Baltimore City, 21230",21230,"Riverside",11,"Southern",NA,39.2731897121237,-76.6112751976163,"(39.27318971212373, -76.61127519761632)"
"1746","5004M00000ZwIkUQAV","19-00709724","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 09:05:04 PM","New","10/19/2019 09:05:04 PM","11/18/2019 09:05:04 PM","","Transportation",NA,NA,NA,"517 N CARROLLTON AVE, Baltimore City, 21223",21223,"Harlem Park",9,"Western",NA,39.2947685696899,-76.6368735347792,"(39.29476856968989, -76.63687353477916)"
"1747","5004M00000ZwIkPQAV","19-00709723","SW-Appliance (White Goods)","Phone","10/19/2019 09:04:18 PM","New","10/19/2019 09:04:18 PM","10/22/2019 09:04:18 PM","","Solid Waste",NA,NA,NA,"3319 DOLFIELD AVE, Baltimore City, 21215",21215,"Ashburton",6,"Northwestern",NA,39.3308591164569,-76.6711767578078,"(39.33085911645687, -76.67117675780779)"
"1748","5004M00000ZwIkKQAV","19-00709722","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 09:03:25 PM","New","10/19/2019 09:03:25 PM","11/18/2019 09:03:25 PM","","Transportation",NA,NA,NA,"517 N CARROLLTON AVE, Baltimore City, 21223",21223,"Harlem Park",9,"Western",NA,39.2947685696899,-76.6368735347792,"(39.29476856968989, -76.63687353477916)"
"1749","5004M00000ZwIkAQAV","19-00709721","TRS-Parking Away Notification","Phone","10/19/2019 08:59:05 PM","New","10/19/2019 09:35:39 PM","10/19/2019 08:59:05 PM","","Transportation",NA,NA,NA,"17 E MOUNT VERNON PL, BC",21201,"Mount Vernon",11,"Central",NA,39.2973490810291,-76.6151518777324,"(39.2973490810291, -76.6151518777324)"
"1750","5004M00000ZwIk0QAF","19-00709720","BGE-StLight(s) Out","API","10/19/2019 08:57:04 PM","Closed","10/19/2019 09:04:13 PM","10/23/2019 08:57:04 PM","10/21/2019 05:10:21 AM","BGE",NA,NA,NA,"1609 W ROGERS AVE, Baltimore City, 21209",21209,"Mount Washington",5,"Northern",NA,39.3612300407603,-76.6522580755544,"(39.361230040760304, -76.65225807555441)"
"1751","5004M00000ZwIjvQAF","19-00709719","ECC-Vehicle Look Up","Phone","10/19/2019 08:55:50 PM","Closed","10/19/2019 08:55:50 PM","10/19/2019 08:55:50 PM","10/19/2019 08:56:15 PM","Call Center",NA,NA,NA,"2636 PENNSYLVANIA AVE, BC",21217,"Penn North",7,"Western",NA,39.3117289280763,-76.6445204730417,"(39.31172892807628, -76.64452047304168)"
"1752","5004M00000ZwIjqQAF","19-00709718","HCD-Vacant Building","Internal","10/19/2019 08:55:35 PM","Open","10/19/2019 08:55:35 PM","11/03/2019 08:55:35 PM","","Housing",NA,NA,NA,"906 ALLENDALE ST, Baltimore City, 21229",21229,"Edgewood",8,"Southwestern",NA,39.2982283398151,-76.6788475019692,"(39.29822833981509, -76.67884750196917)"
"1753","5004M00000ZwIjlQAF","19-00709717","WW-Water Leak (Exterior)","Phone","10/19/2019 08:54:54 PM","Open","10/19/2019 09:35:23 PM","10/21/2019 08:54:54 PM","","Water Wastewater",NA,NA,NA,"6709 PINE AVE, Baltimore City, 21222",21222,"Saint Helena",1,"Southeastern",NA,39.263810683616,-76.5299282686709,"(39.26381068361599, -76.5299282686709)"
"1754","5004M00000ZwIjgQAF","19-00709716","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 08:54:36 PM","New","10/19/2019 08:54:36 PM","11/18/2019 08:54:36 PM","","Transportation",NA,NA,NA,"3593 SHANNON DR, Baltimore City, 21213",21213,"Belair-Edison",13,"Northeastern",NA,39.320358646741,-76.5608389501653,"(39.32035864674104, -76.56083895016535)"
"1755","5004M00000ZwIjbQAF","19-00709715","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 08:54:20 PM","New","10/19/2019 08:54:20 PM","11/18/2019 08:54:20 PM","","Transportation",NA,NA,NA,"2623 FRANCIS ST, Baltimore City, 21217",21217,"Penn North",7,"Western",NA,39.3144286452473,-76.6437244669944,"(39.31442864524732, -76.64372446699437)"
"1756","5004M00000ZwIjWQAV","19-00709714","TRS-Parking Complaint","API","10/19/2019 08:49:19 PM","Closed","10/19/2019 09:48:18 PM","10/20/2019 08:49:19 PM","10/19/2019 09:48:19 PM","Transportation",NA,NA,NA,"3812 SINCLAIR LN, Baltimore City, 21213",21213,"Belair-Edison",13,"Northeastern",NA,39.3140052027886,-76.5630246904863,"(39.31400520278861, -76.56302469048629)"
"1757","5004M00000ZwIjRQAV","19-00709713","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 08:48:28 PM","New","10/19/2019 08:48:28 PM","11/18/2019 08:48:28 PM","","Transportation",NA,NA,NA,"916 MONTPELIER ST, Baltimore City, 21218",21218,"Better Waverly",14,"Northern",NA,39.3250143563361,-76.6044344567346,"(39.32501435633611, -76.60443445673461)"
"1758","5004M00000ZwIjMQAV","19-00709712","WW-Sewer Water In Basement","Phone","10/19/2019 08:48:09 PM","Closed","10/19/2019 09:17:42 PM","10/23/2019 08:48:09 PM","10/19/2019 09:19:47 PM","Water Wastewater",NA,NA,NA,"335 GUSRYAN ST, Baltimore City, 21224",21224,"Bayview",1,"Southeastern",NA,39.2897621419327,-76.5408153883106,"(39.28976214193269, -76.54081538831056)"
"1759","5004M00000ZwIjIQAV","19-00709711","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 08:47:24 PM","New","10/19/2019 08:47:24 PM","11/18/2019 08:47:24 PM","","Transportation",NA,NA,NA,"1316 MCHENRY ST, Baltimore City, 21223",21223,"New Southwest/Mount Clare",9,"Southern",NA,39.2846930956869,-76.63838706368,"(39.2846930956869, -76.63838706367999)"
"1760","5004M00000ZwIjHQAV","19-00709710","WW-Sewer Water In Basement","Phone","10/19/2019 08:46:58 PM","Open","10/20/2019 10:10:30 AM","10/23/2019 08:46:58 PM","","Water Wastewater",NA,NA,NA,"717 BERRY ST, Baltimore City, 21211",21211,"Hampden",14,"Northern",NA,39.3319431774869,-76.6289032553521,"(39.33194317748688, -76.62890325535209)"
"1761","5004M00000ZwIjCQAV","19-00709709","WW-Water Water In Basement","Internal","10/19/2019 08:45:12 PM","Closed","10/19/2019 09:23:27 PM","10/21/2019 08:45:12 PM","10/19/2019 09:27:17 PM","Water Wastewater",NA,NA,NA,"500 S BENTALOU ST, Baltimore City, 21223",21223,"Carrollton Ridge",9,"Southwestern",NA,39.2812817523287,-76.6526535290909,"(39.28128175232869, -76.65265352909093)"
"1762","5004M00000ZwIj2QAF","19-00709708","TRM-StLight Damaged/Knocked Down/Rusted","Phone","10/19/2019 08:44:00 PM","Open","10/19/2019 08:45:17 PM","10/22/2019 08:44:00 PM","","Transportation",NA,NA,NA,"CROSS COUNTRY BLVD & PINKNEY RD, BC",21215,"Cross Country",5,"Northwestern",NA,39.3630696100826,-76.6886670786105,"(39.36306961008258, -76.68866707861045)"
"1763","5004M00000ZwIixQAF","19-00709707","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 08:43:53 PM","New","10/19/2019 08:43:53 PM","11/18/2019 08:43:53 PM","","Transportation",NA,NA,NA,"2917 WALBROOK AVE, Baltimore City, 21216",21216,"Walbrook",7,"Southwestern",NA,39.3100355487153,-76.6663951215134,"(39.31003554871531, -76.66639512151345)"
"1764","5004M00000ZwIinQAF","19-00709706","SW-Bulk Scheduled","API","10/19/2019 08:43:01 PM","New","10/19/2019 08:43:01 PM","01/17/2020 08:43:01 PM","","Solid Waste",NA,NA,NA,"6206 CROSS COUNTRY BLVD, Baltimore City, 21215",21215,"Cross Country",5,"Northwestern",NA,39.3631055909888,-76.6894722844346,"(39.36310559098879, -76.6894722844346)"
"1765","5004M00000ZwIiiQAF","19-00709705","WW-Water Leak (Exterior)","Phone","10/19/2019 08:42:29 PM","Closed","10/19/2019 09:16:47 PM","10/21/2019 08:42:29 PM","10/19/2019 09:18:17 PM","Water Wastewater",NA,NA,NA,"133 S LINWOOD AVE, BC",21224,"Patterson Park Neighborhood",1,"Southeastern",NA,39.2906736738267,-76.5760482717377,"(39.29067367382668, -76.57604827173772)"
"1766","5004M00000ZwIidQAF","19-00709704","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 08:41:47 PM","New","10/19/2019 08:41:47 PM","11/18/2019 08:41:47 PM","","Transportation",NA,NA,NA,"200 SILVER CT, Baltimore City, 21231",21231,"Dunbar-Broadway",12,"Southeastern",NA,39.2936719281291,-76.5986704106511,"(39.293671928129065, -76.59867041065105)"
"1767","5004M00000ZwIiTQAV","19-00709702","HLTH-Animal Wildlife Complaint","Phone","10/19/2019 08:40:09 PM","Closed","10/19/2019 10:58:53 PM","","10/19/2019 10:58:54 PM","Health",NA,NA,NA,"3914 EDNOR RD, Baltimore City, 21218",21218,"Ednor Gardens-Lakeside",14,"Northeastern",NA,39.3356758016687,-76.5995042405088,"(39.33567580166866, -76.59950424050885)"
"1768","5004M00000ZwIiYQAV","19-00709703","TRM-StLight Damaged/Knocked Down/Rusted","API","10/19/2019 08:40:09 PM","Open","10/19/2019 08:45:25 PM","10/22/2019 08:40:09 PM","","Transportation",NA,NA,NA,"6206 CROSS COUNTRY BLVD, Baltimore City, 21215",21215,"Cross Country",5,"Northwestern",NA,39.3631055909888,-76.6894722844346,"(39.36310559098879, -76.6894722844346)"
"1769","5004M00000ZwIiOQAV","19-00709701","TR-Youth Snow Program Student Application Request","Phone","10/19/2019 08:39:02 PM","New","10/19/2019 08:39:02 PM","11/18/2019 08:39:02 PM","","Transportation",NA,NA,NA,"2808 CLIFTON PARK TER, Baltimore City, 21213",21213,"Belair-Edison",13,"Northeastern",NA,39.3226932428822,-76.576735764086,"(39.32269324288223, -76.576735764086)"
"1770","5004M00000ZwIiJQAV","19-00709700","SW-Bulk Scheduled","API","10/19/2019 08:38:09 PM","New","10/19/2019 08:38:09 PM","01/17/2020 08:38:09 PM","","Solid Waste",NA,NA,NA,"604 HIGHWOOD DR, BC",21212,"Lake Walker",4,"Northern",NA,39.3673914508204,-76.6049708742342,"(39.36739145082039, -76.60497087423416)"
"1771","5004M00000ZwIiEQAV","19-00709699","TRS-Parking Complaint","API","10/19/2019 08:36:43 PM","Closed","10/19/2019 09:50:35 PM","10/20/2019 08:36:43 PM","10/19/2019 09:50:35 PM","Transportation",NA,NA,NA,"104 W MADISON ST, Baltimore City, 21201",21201,"Mount Vernon",11,"Central",NA,39.2986562351196,-76.6179059291589,"(39.29865623511957, -76.61790592915888)"
"1772","5004M00000ZwIi9QAF","19-00709698","BGE-StLight(s) Out","Phone","10/19/2019 08:27:09 PM","Closed","10/19/2019 08:34:09 PM","10/23/2019 08:27:09 PM","10/21/2019 05:45:21 AM","BGE",NA,NA,NA,"2500 SHIRLEY AVE, Baltimore City, 21215",21215,"Greenspring",6,"Northern",NA,39.3356216198606,-76.6603642660976,"(39.335621619860596, -76.66036426609764)"
"1773","5004M00000ZwIhzQAF","19-00709697","TRS-Parking Complaint","Phone","10/19/2019 08:20:38 PM","Closed","10/19/2019 09:55:47 PM","10/20/2019 08:20:38 PM","10/19/2019 09:55:48 PM","Transportation",NA,NA,NA,"300 GUSRYAN ST, Baltimore City, 21224",21224,"Bayview",1,"Southeastern",NA,39.2904904994893,-76.5413067794301,"(39.290490499489344, -76.54130677943013)"
"1774","5004M00000ZwIhpQAF","19-00709696","TRS-Parking Complaint","Phone","10/19/2019 08:17:54 PM","Closed","10/19/2019 09:54:49 PM","10/20/2019 08:17:54 PM","10/19/2019 09:54:50 PM","Transportation",NA,NA,NA,"300 GUSRYAN ST, Baltimore City, 21224",21224,"Bayview",1,"Southeastern",NA,39.2904904994893,-76.5413067794301,"(39.290490499489344, -76.54130677943013)"
"1775","5004M00000ZwIhkQAF","19-00709695","BGE-StLight(s) Out","API","10/19/2019 08:17:05 PM","Closed","10/19/2019 08:24:06 PM","10/23/2019 08:17:05 PM","10/21/2019 05:55:18 AM","BGE",NA,NA,NA,"MAYBERRY AVE & ELINORE AVE, BC",21206,"Rosemont East",2,"Northeastern",NA,39.355170733068,-76.5411628153703,"(39.35517073306801, -76.54116281537026)"
"1776","5004M00000ZwIhfQAF","19-00709694","HLTH-Animal Attack Against Human","Internal","10/19/2019 08:15:46 PM","Closed","10/19/2019 08:18:37 PM","10/26/2019 08:15:46 PM","10/19/2019 08:18:38 PM","Health",NA,NA,NA,"6609 MARNE AVE, Baltimore City, 21224",21224,"Broening Manor",1,"Southeastern",NA,39.2759363068548,-76.5340773442883,"(39.275936306854796, -76.53407734428833)"
"1777","5004M00000ZwIhaQAF","19-00709693","HLTH-Animal Attack Against Human","Internal","10/19/2019 08:15:32 PM","Closed","10/19/2019 09:52:42 PM","10/26/2019 08:15:32 PM","10/19/2019 09:52:42 PM","Health",NA,NA,NA,"6609 MARNE AVE, Baltimore City, 21224",21224,"Broening Manor",1,"Southeastern",NA,39.2759363068548,-76.5340773442883,"(39.275936306854796, -76.53407734428833)"
"1778","5004M00000ZwIhVQAV","19-00709692","SW-Bulk Scheduled","API","10/19/2019 08:08:27 PM","New","10/19/2019 08:08:27 PM","01/17/2020 08:08:27 PM","","Solid Waste",NA,NA,NA,"2508 SOUTHERN AVE, Baltimore City, 21214",21214,"Lauraville",3,"Northeastern",NA,39.3467790222729,-76.5732808827109,"(39.34677902227291, -76.57328088271093)"
"1779","5004M00000ZwIhGQAV","19-00709691","SW-Dirty Alley","Phone","10/19/2019 07:49:38 PM","New","10/19/2019 07:49:38 PM","10/26/2019 07:49:38 PM","","Solid Waste",NA,NA,NA,"218 S HAVEN ST, Baltimore City, 21224",21224,"Highlandtown",2,"Southeastern",NA,39.2900014313538,-76.5627968670051,"(39.29000143135376, -76.56279686700515)"
"1780","5004M00000ZwIhBQAV","19-00709690","ECC-Vehicle Look Up","Phone","10/19/2019 07:49:00 PM","Closed","10/19/2019 07:49:00 PM","10/19/2019 07:49:00 PM","10/19/2019 07:49:05 PM","Call Center",NA,NA,NA,"3833 ERDMAN AVE, BC",21213,"Belair-Edison",13,"Northeastern",NA,39.3155025575466,-76.5689144123986,"(39.31550255754664, -76.56891441239857)"
"1781","5004M00000ZwIh6QAF","19-00709689","TRS-Parking Complaint","Phone","10/19/2019 07:47:23 PM","Closed","10/19/2019 09:00:38 PM","10/20/2019 07:47:23 PM","10/19/2019 09:00:39 PM","Transportation",NA,NA,NA,"3021 EASTERN AVE, Baltimore City, 21224",21224,"Canton",1,"Southeastern",NA,39.286213883223,-76.5735407230912,"(39.286213883222956, -76.57354072309123)"
"1782","5004M00000ZwIgrQAF","19-00709688","HCD-Vacant Building","Internal","10/19/2019 07:44:15 PM","Open","10/19/2019 07:44:15 PM","11/03/2019 07:44:15 PM","","Housing",NA,NA,NA,"3212 W GARRISON AVE, Baltimore City, 21215",21215,"Central Park Heights",6,"Northwestern",NA,39.3473039973402,-76.674251709911,"(39.34730399734021, -76.674251709911)"
"1783","5004M00000ZwIgSQAV","19-00709687","WW-Sewer Misc Investigation","Phone","10/19/2019 07:35:46 PM","Closed","10/19/2019 08:22:59 PM","10/23/2019 07:35:46 PM","10/19/2019 08:25:47 PM","Water Wastewater",NA,NA,NA,"800 S BROADWAY, Baltimore City, 21231",21231,"Fells Point",1,"Southeastern",NA,39.2824536453278,-76.5936362119239,"(39.282453645327806, -76.59363621192385)"
"1784","5004M00000ZwIgNQAV","19-00709686","SW-Bulk Scheduled","API","10/19/2019 07:34:02 PM","New","10/19/2019 07:34:02 PM","01/17/2020 07:34:02 PM","","Solid Waste",NA,NA,NA,"601 EDGEVALE RD, Baltimore City, 21210",21210,"Roland Park",6,"Northern",NA,39.3588419277031,-76.6433834546014,"(39.358841927703146, -76.64338345460142)"
"1785","5004M00000ZwIgDQAV","19-00709685","FOR-Down Tree","Internal","10/19/2019 07:27:08 PM","Open","10/19/2019 07:30:04 PM","10/20/2019 07:27:08 PM","","Recreation & Parks",NA,NA,NA,"600 N PAYSON ST, Baltimore City, 21217",21217,"Midtown-Edmondson",9,"Western",NA,39.2954091118308,-76.6492169336278,"(39.295409111830764, -76.64921693362777)"
"1786","5004M00000ZwIg3QAF","19-00709684","HLTH-Animal In Danger/Injured/Abused/Neglected","Phone","10/19/2019 07:23:53 PM","Closed","10/19/2019 07:33:05 PM","10/22/2019 07:23:53 PM","10/19/2019 07:33:06 PM","Health",NA,NA,NA,"3805 CHATHAM RD, Baltimore City, 21215",21215,"Callaway-Garrison",6,"Northwestern",NA,39.3297200018101,-76.6803460528652,"(39.32972000181009, -76.68034605286522)"
"1787","5004M00000ZwIftQAF","19-00709682","SW-Bulk Scheduled","API","10/19/2019 07:22:19 PM","New","10/19/2019 07:22:19 PM","01/17/2020 07:22:19 PM","","Solid Waste",NA,NA,NA,"5913 SIMMONDS AVE, Baltimore City, 21215",21215,"Glen",5,"Northwestern",NA,39.3608534414667,-76.6821815385173,"(39.36085344146668, -76.68218153851727)"
"1788","5004M00000ZwIfoQAF","19-00709681","HLTH-EV Noise","API","10/19/2019 07:20:18 PM","Open (Duplicate)","10/19/2019 07:20:18 PM","11/08/2019 07:20:18 PM","","Health",NA,NA,NA,"3800 GLENMORE AVE, Baltimore City, 21206",21206,"Rosemont East",2,"Northeastern",NA,39.3537544796721,-76.5400592515072,"(39.35375447967214, -76.54005925150724)"
"1789","5004M00000ZwIfjQAF","19-00709680","SW-Bulk Scheduled","Phone","10/19/2019 07:20:12 PM","New","10/19/2019 07:20:12 PM","01/17/2020 07:20:12 PM","","Solid Waste",NA,NA,NA,"2908 WYMAN PKWY, Baltimore City, 21211",21211,"Remington",14,"Northern",NA,39.3233936860067,-76.6206110991816,"(39.32339368600668, -76.62061109918157)"
"1790","5004M00000ZwIfeQAF","19-00709679","HLTH-EV Noise","API","10/19/2019 07:19:34 PM","Open (Duplicate)","10/19/2019 07:19:33 PM","11/08/2019 07:19:34 PM","","Health",NA,NA,NA,"3800 GLENMORE AVE, Baltimore City, 21206",21206,"Rosemont East",2,"Northeastern",NA,39.3537544796721,-76.5400592515072,"(39.35375447967214, -76.54005925150724)"
"1791","5004M00000ZwIfZQAV","19-00709678","WW-Sewer Overflow","Phone","10/19/2019 07:14:32 PM","Open","10/21/2019 09:04:31 AM","10/27/2019 07:14:32 PM","","Water Wastewater",NA,NA,NA,"E LOMBARD ST & S BROADWAY, Baltimore City, 21231",21231,"Washington Hill",12,"Southeastern",NA,39.2903834960052,-76.593779881034,"(39.29038349600518, -76.59377988103402)"
"1792","5004M00000ZwIfUQAV","19-00709677","BGE-StLight(s) Out","Phone","10/19/2019 07:12:46 PM","Open","10/19/2019 07:14:07 PM","10/23/2019 07:12:46 PM","","BGE",NA,NA,NA,"2800 BLK BAKER ST, Baltimore City, 21216",21216,"Northwest Community Action",7,"Southwestern",NA,39.3060127115515,-76.664177940901,"(39.30601271155154, -76.66417794090101)"
"1793","5004M00000ZwIfPQAV","19-00709676","HCD-Maintenance Structure","API","10/19/2019 07:12:39 PM","Open","10/19/2019 07:12:38 PM","11/03/2019 07:12:39 PM","","Housing",NA,NA,NA,"1733 GUILFORD AVE, Baltimore City, 21202",21202,"Greenmount West",12,"Eastern",NA,39.309796932463,-76.6121416292576,"(39.309796932463, -76.6121416292576)"
"1794","5004M00000ZwIfFQAV","19-00709675","TRS-Parking Complaint","Phone","10/19/2019 07:09:28 PM","Closed","10/19/2019 08:30:09 PM","10/20/2019 07:09:28 PM","10/19/2019 08:30:10 PM","Transportation",NA,NA,NA,"1200 BLK MARSHALL ST, Baltimore City, 21230",21230,"Federal Hill",11,"Southern",NA,39.2751914814937,-76.6127660594906,"(39.27519148149366, -76.61276605949058)"
"1795","5004M00000ZwIfAQAV","19-00709674","TRS-Parking Complaint","Phone","10/19/2019 07:09:25 PM","Closed","10/19/2019 08:22:42 PM","10/20/2019 07:09:25 PM","10/19/2019 08:22:43 PM","Transportation",NA,NA,NA,"100 N BRADFORD ST, Baltimore City, 21224",21224,"Patterson Place",1,"Southeastern",NA,39.2934068568965,-76.5841778433053,"(39.29340685689649, -76.5841778433053)"
"1796","5004M00000ZwIf5QAF","19-00709673","BGE-StLight(s) Out","Phone","10/19/2019 07:08:29 PM","Open","10/19/2019 07:14:07 PM","10/23/2019 07:08:29 PM","","BGE",NA,NA,NA,"5100 SAINT GEORGES AVE, BC",21212,"Kenilworth Park",4,"Northern",NA,39.3493947494965,-76.6019162543602,"(39.34939474949655, -76.60191625436022)"
"1797","5004M00000ZwIf0QAF","19-00709672","TRS-Parking Complaint","Phone","10/19/2019 07:08:12 PM","Closed","10/19/2019 08:39:52 PM","10/20/2019 07:08:12 PM","10/19/2019 08:39:53 PM","Transportation",NA,NA,NA,"1463 REYNOLDS ST, Baltimore City, 21230",21230,"Locust Point",11,"Southern",NA,39.2681385379566,-76.5901354005757,"(39.26813853795659, -76.59013540057575)"
"1798","5004M00000ZwIevQAF","19-00709671","BGE-StLight(s) Out","Phone","10/19/2019 07:06:02 PM","Closed","10/19/2019 07:14:06 PM","10/23/2019 07:06:02 PM","10/21/2019 03:20:21 AM","BGE",NA,NA,NA,"4600 BLK LASALLE AVE, Baltimore City, 21206",21206,"Frankford",2,"Northeastern",NA,39.3346158395283,-76.5456882582833,"(39.334615839528276, -76.54568825828335)"
"1799","5004M00000ZwIelQAF","19-00709670","WW-Water No Water","Phone","10/19/2019 07:02:18 PM","Closed","10/19/2019 08:14:17 PM","10/20/2019 07:02:18 PM","10/19/2019 08:15:17 PM","Water Wastewater",NA,NA,NA,"1305 GLENWOOD AVE, BC",21239,"New Northwood",4,"Northeastern",NA,39.3524296685541,-76.5962680077201,"(39.352429668554116, -76.59626800772006)"
"1800","5004M00000ZwIebQAF","19-00709669","SW-Bulk Scheduled","API","10/19/2019 06:58:56 PM","New","10/19/2019 06:58:56 PM","01/17/2020 06:58:56 PM","","Solid Waste",NA,NA,NA,"2447 PICKWICK RD, Baltimore City, 21207",21207,"West Forest Park",8,"Southwestern",NA,39.3178575792776,-76.7043625400164,"(39.317857579277565, -76.70436254001642)"
"1801","5004M00000ZwIeWQAV","19-00709668","TRS-Parking Complaint","Phone","10/19/2019 06:58:51 PM","Closed","10/19/2019 07:59:01 PM","10/20/2019 06:58:51 PM","10/19/2019 07:59:03 PM","Transportation",NA,NA,NA,"621 N PULASKI ST, Baltimore City, 21217",21217,"Midtown-Edmondson",9,"Western",NA,39.2957578132455,-76.6503312486273,"(39.295757813245515, -76.65033124862728)"
"1802","5004M00000ZwIeMQAV","19-00709667","HCD-Illegal Dumping","API","10/19/2019 06:50:53 PM","Open","10/21/2019 08:09:29 AM","10/22/2019 06:50:53 PM","","Housing",NA,NA,NA,"439 E 25TH ST, Baltimore City, 21218",21218,"Barclay",12,"Eastern",NA,39.3179352447432,-76.6098958638031,"(39.317935244743154, -76.6098958638031)"
"1803","5004M00000ZwIeHQAV","19-00709666","SW-Appliance (White Goods)","API","10/19/2019 06:49:50 PM","New","10/19/2019 06:49:50 PM","10/22/2019 06:49:50 PM","","Solid Waste",NA,NA,NA,"2447 PICKWICK RD, Baltimore City, 21207",21207,"West Forest Park",8,"Southwestern",NA,39.3178575792776,-76.7043625400164,"(39.317857579277565, -76.70436254001642)"
"1804","5004M00000ZwIeCQAV","19-00709665","SW-Bulk Scheduled","Phone","10/19/2019 06:48:47 PM","New","10/19/2019 06:48:47 PM","01/17/2020 06:48:47 PM","","Solid Waste",NA,NA,NA,"3526 GREENSPRING AVE, Baltimore City, 21211",21211,"Park Circle",6,"Northwestern",NA,39.3312649020302,-76.6548472177692,"(39.33126490203021, -76.65484721776917)"
